Suburb,Month,Year,avg_price
PRAHRAN,May,2016,1311823.235
PRAHRAN,June,2016,1024994.818
PRAHRAN,July,2016,1262841.857
PRAHRAN,August,2016,888014.4667
PRAHRAN,September,2016,1042855.579
PRAHRAN,October,2016,1144650.6
PRAHRAN,November,2016,1140444.304
PRAHRAN,December,2016,1145032.182
PRAHRAN,February,2017,1352289.5
PRAHRAN,March,2017,1123231.958
PRAHRAN,April,2017,1138764.182
PRAHRAN,May,2017,1060799.407
PRAHRAN,June,2017,1235648.667
PRAHRAN,July,2017,766402.5455
PRAHRAN,August,2017,1480840
PRAHRAN,September,2017,1315460.368
PRESTON,April,2016,947505.6667
PRESTON,May,2016,881597.2174
PRESTON,June,2016,825389.5833
PRESTON,July,2016,690428.5625
PRESTON,August,2016,837081.0476
PRESTON,September,2016,882388.8889
PRESTON,October,2016,866001.7
PRESTON,November,2016,817188.2778
PRESTON,December,2016,863873.8571
PRESTON,February,2017,664166.6667
PRESTON,March,2017,866035.4545
PRESTON,April,2017,950992.9231
PRESTON,May,2017,889880
PRESTON,June,2017,928745.25
PRESTON,July,2017,846219.1429
PRESTON,August,2017,932236.5333
PRESTON,September,2017,810251.8889
PRINCES HILL,May,2016,1908000
PRINCES HILL,November,2016,1712000
PRINCES HILL,May,2017,1550000
PRINCES HILL,June,2017,1900000
PRINCES HILL,July,2017,1930000
PRINCES HILL,August,2017,1632000
PRINCES HILL,September,2017,1908000
RESERVOIR,April,2016,601525.6667
RESERVOIR,May,2016,630947.05
RESERVOIR,June,2016,611878.2973
RESERVOIR,July,2016,625391.5313
RESERVOIR,August,2016,620756.5556
RESERVOIR,September,2016,643248.3725
RESERVOIR,October,2016,649052.6765
RESERVOIR,November,2016,674621.4386
RESERVOIR,December,2016,632057.037
RESERVOIR,February,2017,647686.6842
RESERVOIR,March,2017,746401.6
RESERVOIR,April,2017,719100
RESERVOIR,May,2017,697829.475
RESERVOIR,June,2017,754593.9737
RESERVOIR,July,2017,720217.3409
RESERVOIR,August,2017,742418.0882
RESERVOIR,September,2017,762333.5254
RICHMOND,February,2016,986945
RICHMOND,April,2016,1223453.667
RICHMOND,May,2016,1054692.594
RICHMOND,June,2016,1000376.476
RICHMOND,July,2016,951538.6
RICHMOND,August,2016,1021920.538
RICHMOND,September,2016,1057379.769
RICHMOND,October,2016,1007617.8
RICHMOND,November,2016,1058908.049
RICHMOND,December,2016,1360380.074
RICHMOND,February,2017,1224125
RICHMOND,March,2017,1148725
RICHMOND,April,2017,1016730.471
RICHMOND,May,2017,1062432.48
RICHMOND,June,2017,1053344.957
RICHMOND,July,2017,1036717.286
RICHMOND,August,2017,1135360.941
RICHMOND,September,2017,1211970.735
RIDDELLS CREEK,June,2017,892250
RINGWOOD,May,2017,938066.6667
RINGWOOD,June,2017,854331.8
RINGWOOD,July,2017,994046.5455
RINGWOOD,August,2017,871317.6667
RINGWOOD,September,2017,954216.5833
RINGWOOD EAST,May,2017,609000
RINGWOOD EAST,June,2017,1010025
RINGWOOD EAST,July,2017,933354.1667
RINGWOOD EAST,August,2017,969000
RINGWOOD EAST,September,2017,935531.25
RINGWOOD NORTH,May,2017,957500
RINGWOOD NORTH,June,2017,820333.3333
RINGWOOD NORTH,July,2017,927500
RINGWOOD NORTH,August,2017,888500
RINGWOOD NORTH,September,2017,1099933.2
RIPPONLEA,May,2016,562500
RIPPONLEA,June,2016,755000
RIPPONLEA,November,2016,861333.3333
RIPPONLEA,March,2017,609125
RIPPONLEA,June,2017,1005000
RIPPONLEA,July,2017,558500
RIPPONLEA,September,2017,655000
ROSANNA,April,2016,705000
ROSANNA,May,2016,869553.8421
ROSANNA,June,2016,924691.1667
ROSANNA,July,2016,907617.25
ROSANNA,August,2016,1005933.625
ROSANNA,September,2016,944647.5833
ROSANNA,October,2016,710323.5
ROSANNA,November,2016,1016248.889
ROSANNA,December,2016,897696.5714
ROSANNA,February,2017,856750
ROSANNA,March,2017,839208.25
ROSANNA,April,2017,970895.75
ROSANNA,May,2017,1072289.333
ROSANNA,June,2017,861933.4286
ROSANNA,July,2017,1047893.8
ROSANNA,August,2017,1150710.4
ROSANNA,September,2017,1136775.167
ROWVILLE,June,2017,940700
ROWVILLE,July,2017,881918.4444
ROWVILLE,August,2017,937500
ROWVILLE,September,2017,941750
ROXBURGH PARK,May,2017,582389
ROXBURGH PARK,June,2017,478812.5
ROXBURGH PARK,July,2017,463028.5714
ROXBURGH PARK,August,2017,510250
ROXBURGH PARK,September,2017,494503.4167
SANDHURST,June,2017,645000
SANDHURST,September,2017,665000
SANDRINGHAM,May,2017,1183721.2
SANDRINGHAM,June,2017,1646714.286
SANDRINGHAM,July,2017,1177785.714
SANDRINGHAM,August,2017,1695339.286
SANDRINGHAM,September,2017,1775925
SCORESBY,May,2017,898450
SCORESBY,June,2017,916750
SCORESBY,July,2017,1053333.333
SCORESBY,August,2017,880000
SCORESBY,September,2017,956000
SEABROOK,June,2017,515000
SEABROOK,July,2017,632500
SEAFORD,May,2017,775666.6667
SEAFORD,June,2017,721500
SEAFORD,July,2017,704697
SEAFORD,August,2017,575666.6667
SEAFORD,September,2017,770000
SEAHOLME,April,2016,1050000
SEAHOLME,May,2016,950000
SEAHOLME,June,2016,925000
SEAHOLME,August,2016,860000
SEAHOLME,September,2016,1415000
SEAHOLME,February,2017,2000000
SEAHOLME,June,2017,1360000
SEDDON,April,2016,1062184.8
SEDDON,May,2016,1028598.5
SEDDON,June,2016,1025419.667
SEDDON,July,2016,825500
SEDDON,August,2016,764333.3333
SEDDON,September,2016,774166.6667
SEDDON,October,2016,974251.8
SEDDON,November,2016,1072654
SEDDON,December,2016,1073212
SEDDON,February,2017,1046462
SEDDON,March,2017,1092820.667
SEDDON,May,2017,921151.5455
SEDDON,June,2017,1058543.167
SEDDON,July,2017,857750
SEDDON,August,2017,1420600
SEDDON,September,2017,924600
SKYE,June,2017,555698
SKYE,July,2017,640000
SOUTH KINGSVILLE,April,2016,915000
SOUTH KINGSVILLE,June,2016,827416.6667
SOUTH KINGSVILLE,July,2016,420000
SOUTH KINGSVILLE,August,2016,583000
SOUTH KINGSVILLE,September,2016,704479.3333
SOUTH KINGSVILLE,November,2016,726239.6667
SOUTH KINGSVILLE,February,2017,508000
SOUTH KINGSVILLE,March,2017,922500
SOUTH KINGSVILLE,April,2017,632179.75
SOUTH KINGSVILLE,May,2017,851200
SOUTH KINGSVILLE,June,2017,790000
SOUTH KINGSVILLE,July,2017,730000
SOUTH KINGSVILLE,August,2017,922500
SOUTH KINGSVILLE,September,2017,1124000
SOUTH MELBOURNE,April,2016,1171400
SOUTH MELBOURNE,May,2016,1228115.583
SOUTH MELBOURNE,June,2016,1189340.333
SOUTH MELBOURNE,July,2016,625000
SOUTH MELBOURNE,August,2016,1060919
SOUTH MELBOURNE,September,2016,1331613.909
SOUTH MELBOURNE,October,2016,1414333.333
SOUTH MELBOURNE,November,2016,1134971.1
SOUTH MELBOURNE,December,2016,1449926.444
SOUTH MELBOURNE,February,2017,1325000
SOUTH MELBOURNE,March,2017,1248483.857
SOUTH MELBOURNE,April,2017,1013954.9
SOUTH MELBOURNE,May,2017,1903298.714
SOUTH MELBOURNE,June,2017,1351947.1
SOUTH MELBOURNE,July,2017,1608639.667
SOUTH MELBOURNE,August,2017,1655384.091
SOUTH MELBOURNE,September,2017,1090769.231
SOUTH MORANG,May,2017,380000
SOUTH MORANG,June,2017,655388.8889
SOUTH MORANG,July,2017,653772.6818
SOUTH MORANG,August,2017,595819.6667
SOUTH MORANG,September,2017,609156.4167
SOUTH YARRA,April,2016,997781
SOUTH YARRA,May,2016,953398.2692
SOUTH YARRA,June,2016,900420.68
SOUTH YARRA,July,2016,542375
SOUTH YARRA,August,2016,936750.7059
SOUTH YARRA,September,2016,1044268.818
SOUTH YARRA,October,2016,1225128.789
SOUTH YARRA,November,2016,1413514.7
SOUTH YARRA,December,2016,1065170.611
SOUTH YARRA,February,2017,935649.6154
SOUTH YARRA,March,2017,1176965.957
SOUTH YARRA,April,2017,1147788.765
SOUTH YARRA,May,2017,1257740.48
SOUTH YARRA,June,2017,1071551.722
SOUTH YARRA,July,2017,844384.2381
SOUTH YARRA,August,2017,778624.9231
SOUTH YARRA,September,2017,1074007.7
SOUTHBANK,February,2016,423500
SOUTHBANK,April,2016,644666.6667
SOUTHBANK,May,2016,638814.8889
SOUTHBANK,June,2016,620600
SOUTHBANK,July,2016,661250
SOUTHBANK,August,2016,513229.25
SOUTHBANK,September,2016,672800
SOUTHBANK,November,2016,832000
SOUTHBANK,February,2017,527208.5
SOUTHBANK,March,2017,554875
SOUTHBANK,April,2017,560000
SOUTHBANK,May,2017,594854.25
SOUTHBANK,June,2017,573569.5
SOUTHBANK,July,2017,665708.5
SOUTHBANK,August,2017,612208.5
SOUTHBANK,September,2017,487750
SPOTSWOOD,April,2016,831000
SPOTSWOOD,May,2016,832500
SPOTSWOOD,June,2016,977333.3333
SPOTSWOOD,July,2016,1016000
SPOTSWOOD,August,2016,863250
SPOTSWOOD,September,2016,948750
SPOTSWOOD,October,2016,850000
SPOTSWOOD,November,2016,978240
SPOTSWOOD,December,2016,1130600
SPOTSWOOD,February,2017,968000
SPOTSWOOD,March,2017,760875
SPOTSWOOD,April,2017,786666.6667
SPOTSWOOD,May,2017,1021457.2
SPOTSWOOD,June,2017,750643
SPOTSWOOD,July,2017,997000
SPOTSWOOD,August,2017,782833.3333
SPOTSWOOD,September,2017,1240000
SPRINGVALE,May,2017,784050
SPRINGVALE,June,2017,692333.3333
SPRINGVALE,July,2017,780092.8571
SPRINGVALE,August,2017,784050
SPRINGVALE,September,2017,735500
SPRINGVALE SOUTH,July,2017,712500
SPRINGVALE SOUTH,August,2017,750000
SPRINGVALE SOUTH,September,2017,725000
ST ALBANS,May,2017,674112.4
ST ALBANS,June,2017,553573.6667
ST ALBANS,July,2017,592040.1429
ST ALBANS,August,2017,580360.4615
ST ALBANS,September,2017,605042.875
ST HELENA,May,2017,1387000
ST HELENA,July,2017,805000
ST HELENA,September,2017,897000
ST KILDA,February,2016,694391
ST KILDA,April,2016,532375
ST KILDA,May,2016,675118.72
ST KILDA,June,2016,724355.0417
ST KILDA,July,2016,671282.25
ST KILDA,August,2016,623538.4615
ST KILDA,September,2016,1111376.042
ST KILDA,October,2016,630916.6667
ST KILDA,November,2016,892935.8485
ST KILDA,December,2016,1079626.778
ST KILDA,February,2017,841853.2308
ST KILDA,March,2017,1249102.393
ST KILDA,April,2017,966837.2
ST KILDA,May,2017,885175.6667
ST KILDA,June,2017,901306.4
ST KILDA,July,2017,566977
ST KILDA,August,2017,809627.6364
ST KILDA,September,2017,1058714.647
STRATHMORE,February,2016,1500000
STRATHMORE,April,2016,1021250
STRATHMORE,May,2016,1177857.143
STRATHMORE,June,2016,1138635
STRATHMORE,July,2016,1119098
STRATHMORE,August,2016,1073382.8
STRATHMORE,September,2016,1169248.333
STRATHMORE,October,2016,1014531.667
STRATHMORE,November,2016,1385833.333
STRATHMORE,December,2016,1259698
STRATHMORE,February,2017,1276333.333
STRATHMORE,March,2017,1137500
STRATHMORE,April,2017,1002282.857
STRATHMORE,May,2017,1062425.5
STRATHMORE,June,2017,1289750
STRATHMORE,July,2017,1109070
STRATHMORE,August,2017,1643200
STRATHMORE,September,2017,1213855.556
STRATHMORE HEIGHTS,May,2016,853333.3333
STRATHMORE HEIGHTS,June,2016,655000
STRATHMORE HEIGHTS,August,2016,780000
STRATHMORE HEIGHTS,September,2016,1260000
STRATHMORE HEIGHTS,November,2016,931999
STRATHMORE HEIGHTS,August,2017,1000000
SUNBURY,May,2017,477500
SUNBURY,June,2017,510010.8571
SUNBURY,July,2017,490509.5
SUNBURY,August,2017,545552.3636
SUNBURY,September,2017,549118.4167
SUNSHINE,April,2016,643202.3333
SUNSHINE,May,2016,635192.3077
SUNSHINE,June,2016,599100
SUNSHINE,July,2016,598163.5
SUNSHINE,August,2016,708521.6667
SUNSHINE,September,2016,575990.75
SUNSHINE,October,2016,725928.5714
SUNSHINE,November,2016,698900.3684
SUNSHINE,December,2016,757875.7143
SUNSHINE,February,2017,779267.8333
SUNSHINE,March,2017,788227.2727
SUNSHINE,April,2017,752508.9167
SUNSHINE,May,2017,907000
SUNSHINE,June,2017,750592.125
SUNSHINE,July,2017,744125
SUNSHINE,August,2017,695000
SUNSHINE,September,2017,733510
SUNSHINE NORTH,April,2016,689240
SUNSHINE NORTH,May,2016,631597.6364
SUNSHINE NORTH,June,2016,568802.5
SUNSHINE NORTH,July,2016,539614.8
SUNSHINE NORTH,August,2016,596222.2222
SUNSHINE NORTH,September,2016,596400
SUNSHINE NORTH,October,2016,599300
SUNSHINE NORTH,November,2016,724560
SUNSHINE NORTH,December,2016,668000
SUNSHINE NORTH,February,2017,611858
SUNSHINE NORTH,March,2017,649428.5714
SUNSHINE NORTH,April,2017,622762.3333
SUNSHINE NORTH,May,2017,672168
SUNSHINE NORTH,June,2017,625771.5
SUNSHINE NORTH,July,2017,581092.5714
SUNSHINE NORTH,August,2017,559166.6667
SUNSHINE NORTH,September,2017,648847.7333
SUNSHINE WEST,April,2016,511025.6667
SUNSHINE WEST,May,2016,549870.3333
SUNSHINE WEST,June,2016,488100
SUNSHINE WEST,July,2016,581769.25
SUNSHINE WEST,August,2016,512188.8182
SUNSHINE WEST,September,2016,521187.5
SUNSHINE WEST,October,2016,627019.25
SUNSHINE WEST,November,2016,571965.1333
SUNSHINE WEST,December,2016,556230.7778
SUNSHINE WEST,February,2017,726000
SUNSHINE WEST,March,2017,622644
SUNSHINE WEST,April,2017,556107.7
SUNSHINE WEST,May,2017,577240
SUNSHINE WEST,June,2017,557122.125
SUNSHINE WEST,July,2017,636980.7857
SUNSHINE WEST,August,2017,616400
SUNSHINE WEST,September,2017,600628.2222
SURREY HILLS,January,2016,1009000
SURREY HILLS,February,2016,930000
SURREY HILLS,April,2016,1551058.286
SURREY HILLS,May,2016,1454219.333
SURREY HILLS,June,2016,1637938.462
SURREY HILLS,July,2016,2050000
SURREY HILLS,August,2016,1912330.778
SURREY HILLS,September,2016,1573744.25
SURREY HILLS,October,2016,1480631.273
SURREY HILLS,November,2016,1470710.8
SURREY HILLS,December,2016,1719993.778
SURREY HILLS,February,2017,1346410.333
SURREY HILLS,March,2017,1500549
SURREY HILLS,April,2017,1985639
SURREY HILLS,May,2017,1526840.926
SURREY HILLS,June,2017,1657243.167
SURREY HILLS,July,2017,1587888.889
SURREY HILLS,August,2017,1869347.063
SURREY HILLS,September,2017,1760641
SYDENHAM,June,2017,471000
SYDENHAM,July,2017,590420
SYDENHAM,August,2017,629750
SYDENHAM,September,2017,580000
TARNEIT,May,2017,505000
TARNEIT,June,2017,550750
TARNEIT,July,2017,531872.1818
TARNEIT,August,2017,496500
TARNEIT,September,2017,512312.5
TAYLORS HILL,May,2017,645000
TAYLORS HILL,June,2017,619000
TAYLORS HILL,July,2017,595250
TAYLORS HILL,August,2017,726000
TAYLORS HILL,September,2017,728333.3333
TAYLORS LAKES,May,2017,971000
TAYLORS LAKES,June,2017,750065.6667
TAYLORS LAKES,July,2017,658409.0909
TAYLORS LAKES,August,2017,578000
TAYLORS LAKES,September,2017,722714.2857
TEMPLESTOWE,May,2017,1783571
TEMPLESTOWE,June,2017,1552300
TEMPLESTOWE,July,2017,1345300
TEMPLESTOWE,August,2017,1604015.385
TEMPLESTOWE,September,2017,1514971.375
TEMPLESTOWE LOWER,April,2016,1115440
TEMPLESTOWE LOWER,May,2016,1087093.692
TEMPLESTOWE LOWER,June,2016,997013.9333
TEMPLESTOWE LOWER,July,2016,1289750
TEMPLESTOWE LOWER,August,2016,1115637.182
TEMPLESTOWE LOWER,September,2016,1104582.1
TEMPLESTOWE LOWER,October,2016,945400
TEMPLESTOWE LOWER,November,2016,1234829.412
TEMPLESTOWE LOWER,December,2016,1014106.25
TEMPLESTOWE LOWER,February,2017,923084.8333
TEMPLESTOWE LOWER,March,2017,1153133
TEMPLESTOWE LOWER,April,2017,1376511.111
TEMPLESTOWE LOWER,May,2017,1261579.857
TEMPLESTOWE LOWER,June,2017,1139850
TEMPLESTOWE LOWER,July,2017,1305688.625
TEMPLESTOWE LOWER,August,2017,1239328.571
TEMPLESTOWE LOWER,September,2017,1356000
THE BASIN,July,2017,514100
THE BASIN,August,2017,610000
THE BASIN,September,2017,700000
THOMASTOWN,May,2017,656250
THOMASTOWN,June,2017,649083.3333
THOMASTOWN,July,2017,607449.25
THOMASTOWN,August,2017,592597
THOMASTOWN,September,2017,614883.2
THORNBURY,February,2016,1225000
THORNBURY,April,2016,883916.6667
THORNBURY,May,2016,959115.25
THORNBURY,June,2016,853953.4615
THORNBURY,July,2016,1109043
THORNBURY,August,2016,965105.5455
THORNBURY,September,2016,917993.8
THORNBURY,October,2016,1043400
THORNBURY,November,2016,827994.3636
THORNBURY,December,2016,683570.9
THORNBURY,February,2017,1066285.308
THORNBURY,March,2017,1042710.182
THORNBURY,April,2017,989769.2308
THORNBURY,May,2017,1085880.714
THORNBURY,June,2017,1100407.647
THORNBURY,July,2017,955500
THORNBURY,August,2017,937437.7857
THORNBURY,September,2017,1158339.375
TOORAK,April,2016,2149598.667
TOORAK,May,2016,1709560.824
TOORAK,June,2016,1455156.333
TOORAK,July,2016,894132.6667
TOORAK,August,2016,1962745.75
TOORAK,September,2016,1697645.273
TOORAK,October,2016,1960453.417
TOORAK,November,2016,2121475.25
TOORAK,December,2016,2396303.769
TOORAK,February,2017,1742705.125
TOORAK,March,2017,2158995
TOORAK,April,2017,1290700
TOORAK,May,2017,2394683.5
TOORAK,June,2017,1860310.222
TOORAK,July,2017,1258450.571
TOORAK,August,2017,1530004.364
TOORAK,September,2017,1935186.737
TRAVANCORE,May,2016,1027500
TRAVANCORE,June,2016,752833.3333
TRAVANCORE,August,2016,1257000
TRAVANCORE,October,2016,1562000
TRAVANCORE,November,2016,1184958.5
TRAVANCORE,December,2016,503000
TRAVANCORE,May,2017,360000
TRAVANCORE,June,2017,856000
TRAVANCORE,July,2017,341500
TRAVANCORE,August,2017,2070000
TRUGANINA,May,2017,461500
TRUGANINA,June,2017,587667
TRUGANINA,July,2017,452175
TRUGANINA,August,2017,579000
TRUGANINA,September,2017,545668.3333
TULLAMARINE,May,2017,625000
TULLAMARINE,June,2017,355000
TULLAMARINE,July,2017,603978.6
TULLAMARINE,August,2017,516071.4286
TULLAMARINE,September,2017,604375
VERMONT,May,2017,1163792
VERMONT,June,2017,1068200
VERMONT,July,2017,1005500
VERMONT,August,2017,999450
VERMONT,September,2017,948577.8333
VERMONT SOUTH,May,2017,1243300
VERMONT SOUTH,June,2017,1253285.714
VERMONT SOUTH,July,2017,1269533.333
VERMONT SOUTH,August,2017,1130041.625
VERMONT SOUTH,September,2017,1123750
VIEWBANK,May,2016,879798.6667
VIEWBANK,June,2016,832700
VIEWBANK,July,2016,875666.6667
VIEWBANK,August,2016,912005.75
VIEWBANK,September,2016,981500
VIEWBANK,November,2016,957914.1429
VIEWBANK,December,2016,825448.3333
VIEWBANK,February,2017,915000
VIEWBANK,March,2017,1000125
VIEWBANK,April,2017,1056007.667
VIEWBANK,May,2017,980394.5
VIEWBANK,June,2017,953804.6
VIEWBANK,July,2017,967938
VIEWBANK,August,2017,1272737.6
VIEWBANK,September,2017,1075394.5
WALLAN,June,2017,366000
WALLAN,August,2017,366000
WALLAN,September,2017,366000
WANTIRNA,May,2017,805000
WANTIRNA,June,2017,978300
WANTIRNA,July,2017,919541.6667
WANTIRNA,August,2017,1034766.667
WANTIRNA,September,2017,930000
WANTIRNA SOUTH,June,2017,1269250
WANTIRNA SOUTH,July,2017,881000
WANTIRNA SOUTH,August,2017,1134200
WANTIRNA SOUTH,September,2017,1211396.857
WARRANDYTE,May,2017,1050000
WARRANDYTE,June,2017,1025000
WARRANDYTE,July,2017,1028000
WARRANDYTE,August,2017,1600000
WARRANDYTE,September,2017,1150000
WATERWAYS,July,2017,1265000
WATERWAYS,September,2017,1232000
WATSONIA,April,2016,762500
WATSONIA,May,2016,688423
WATSONIA,June,2016,637500
WATSONIA,July,2016,855793.5
WATSONIA,August,2016,714333.3333
WATSONIA,September,2016,713000
WATSONIA,October,2016,738915
WATSONIA,November,2016,656279
WATSONIA,December,2016,632000
WATSONIA,February,2017,632000
WATSONIA,March,2017,892500
WATSONIA,April,2017,822166.6667
WATSONIA,May,2017,912793.5
WATSONIA,June,2017,891666.6667
WATSONIA,July,2017,725000
WATSONIA,August,2017,740792.25
WATSONIA,September,2017,786750
WATSONIA NORTH,May,2017,716333.3333
WATSONIA NORTH,June,2017,747955.25
WATSONIA NORTH,July,2017,780250
WATSONIA NORTH,August,2017,740571
WATSONIA NORTH,September,2017,920000
WERRIBEE,May,2017,499591.25
WERRIBEE,June,2017,505958.3333
WERRIBEE,July,2017,527441
WERRIBEE,August,2017,533797.0833
WERRIBEE,September,2017,520248.9474
WEST FOOTSCRAY,February,2016,1415000
WEST FOOTSCRAY,May,2016,611816.0909
WEST FOOTSCRAY,June,2016,769595.5
WEST FOOTSCRAY,July,2016,885480.3333
WEST FOOTSCRAY,August,2016,717345.5
WEST FOOTSCRAY,September,2016,737580.8333
WEST FOOTSCRAY,October,2016,764483.5556
WEST FOOTSCRAY,November,2016,711310.6364
WEST FOOTSCRAY,December,2016,840681.75
WEST FOOTSCRAY,February,2017,662377.5714
WEST FOOTSCRAY,March,2017,675489.625
WEST FOOTSCRAY,April,2017,745786.4286
WEST FOOTSCRAY,May,2017,781800
WEST FOOTSCRAY,June,2017,836800
WEST FOOTSCRAY,July,2017,762926.9231
WEST FOOTSCRAY,August,2017,891812.5
WEST FOOTSCRAY,September,2017,757404.9231
WEST MELBOURNE,May,2016,873000
WEST MELBOURNE,June,2016,1073000
WEST MELBOURNE,July,2016,541500
WEST MELBOURNE,August,2016,1031470.5
WEST MELBOURNE,September,2016,771000
WEST MELBOURNE,October,2016,1158970.5
WEST MELBOURNE,November,2016,836000
WEST MELBOURNE,December,2016,956470.5
WEST MELBOURNE,February,2017,901000
WEST MELBOURNE,March,2017,889000
WEST MELBOURNE,April,2017,674000
WEST MELBOURNE,May,2017,982242.625
WEST MELBOURNE,June,2017,1081000
WEST MELBOURNE,July,2017,944588.2
WEST MELBOURNE,September,2017,1384492.625
WESTMEADOWS,May,2017,485833.5
WESTMEADOWS,June,2017,545000
WESTMEADOWS,July,2017,645208.2857
WESTMEADOWS,August,2017,682750
WESTMEADOWS,September,2017,533452.4286
WHEELERS HILL,May,2017,1170723.2
WHEELERS HILL,June,2017,1247622.75
WHEELERS HILL,July,2017,1286840.375
WHEELERS HILL,August,2017,1244301.455
WHEELERS HILL,September,2017,1289842.692
WHITTLESEA,July,2017,601000
WHITTLESEA,August,2017,440000
WILLIAMS LANDING,September,2017,555000
WILLIAMSTOWN,April,2016,1208490
WILLIAMSTOWN,May,2016,1007464.7
WILLIAMSTOWN,June,2016,1527437.5
WILLIAMSTOWN,July,2016,1530957.333
WILLIAMSTOWN,August,2016,1385036.75
WILLIAMSTOWN,September,2016,1078419.231
WILLIAMSTOWN,October,2016,1157000
WILLIAMSTOWN,November,2016,1359675.556
WILLIAMSTOWN,December,2016,1141430.429
WILLIAMSTOWN,February,2017,1238934.167
WILLIAMSTOWN,March,2017,1828888.889
WILLIAMSTOWN,April,2017,1075888.889
WILLIAMSTOWN,May,2017,1382037.5
WILLIAMSTOWN,June,2017,1609908.333
WILLIAMSTOWN,July,2017,1163383.333
WILLIAMSTOWN,August,2017,1678916.667
WILLIAMSTOWN,September,2017,1046445.375
WILLIAMSTOWN NORTH,April,2016,600000
WILLIAMSTOWN NORTH,June,2016,380000
WILLIAMSTOWN NORTH,August,2016,881000
WILLIAMSTOWN NORTH,September,2016,433750
WILLIAMSTOWN NORTH,October,2016,905000
WILLIAMSTOWN NORTH,November,2016,1332500
WILLIAMSTOWN NORTH,December,2016,969666.6667
WILLIAMSTOWN NORTH,March,2017,460000
WILLIAMSTOWN NORTH,April,2017,901200
WILLIAMSTOWN NORTH,May,2017,1169250
WILLIAMSTOWN NORTH,September,2017,1300000
WINDSOR,April,2016,804691
WINDSOR,May,2016,855711.4615
WINDSOR,June,2016,1442050
WINDSOR,July,2016,512250
WINDSOR,August,2016,946507.375
WINDSOR,September,2016,1070853
WINDSOR,October,2016,808687.5
WINDSOR,November,2016,1251679.778
WINDSOR,December,2016,1036125
WINDSOR,February,2017,888500
WINDSOR,March,2017,1443075.545
WINDSOR,April,2017,672250
WINDSOR,May,2017,747345.5
WINDSOR,June,2017,1137938.2
WINDSOR,July,2017,751553.25
WINDSOR,August,2017,642500
WINDSOR,September,2017,1352075
WOLLERT,May,2017,595000
WOLLERT,June,2017,546000
WOLLERT,July,2017,525641.625
WOLLERT,August,2017,493477.6667
WOLLERT,September,2017,580666.6667
WYNDHAM VALE,June,2017,564406.3333
WYNDHAM VALE,July,2017,501827.25
WYNDHAM VALE,August,2017,561929.2857
WYNDHAM VALE,September,2017,518700
YALLAMBIE,April,2016,880396
YALLAMBIE,May,2016,774000
YALLAMBIE,June,2016,731000
YALLAMBIE,July,2016,888000
YALLAMBIE,August,2016,664500
YALLAMBIE,September,2016,723849
YALLAMBIE,October,2016,847500
YALLAMBIE,November,2016,738600
YALLAMBIE,December,2016,760000
YALLAMBIE,February,2017,736500
YALLAMBIE,March,2017,854000
YALLAMBIE,April,2017,926161.5
YALLAMBIE,May,2017,838250
YALLAMBIE,June,2017,1174000
YALLAMBIE,July,2017,748402
YALLAMBIE,August,2017,1062500
YALLAMBIE,September,2017,857000
YARRA GLEN,July,2017,620000
YARRAVILLE,February,2016,890000
YARRAVILLE,April,2016,796916.6667
YARRAVILLE,May,2016,998836.8
YARRAVILLE,June,2016,872197.2
YARRAVILLE,July,2016,1060922.571
YARRAVILLE,August,2016,785154.0769
YARRAVILLE,September,2016,926936.9286
YARRAVILLE,October,2016,1160879.25
YARRAVILLE,November,2016,1079489.882
YARRAVILLE,December,2016,975690.5385
YARRAVILLE,February,2017,962121.9091
YARRAVILLE,March,2017,1003441.176
YARRAVILLE,April,2017,1080238.643
YARRAVILLE,May,2017,865084.1
YARRAVILLE,June,2017,1091127.875
YARRAVILLE,July,2017,1090911.765
YARRAVILLE,August,2017,974167.625
YARRAVILLE,September,2017,979218.6111
