Suburb,DateMonth,avg_price
Heidelberg West,1/10/2016,577810.50
Heidelberg West,1/11/2016,693750.00
Heidelberg West,1/12/2016,642475.40
Heidelberg West,1/02/2017,737400.00
Heidelberg West,1/03/2017,667510.67
Heidelberg West,1/04/2017,798000.00
Heidelberg West,1/05/2017,619915.78
Heidelberg West,1/06/2017,875000.00
Heidelberg West,1/07/2017,642444.44
Heidelberg West,1/08/2017,638550.80
Heidelberg West,1/09/2017,705333.33
Highett,1/05/2017,1418131.50
Highett,1/06/2017,1088108.10
Highett,1/07/2017,1147900.94
Highett,1/08/2017,1299444.44
Highett,1/09/2017,1069958.33
Hillside,1/05/2017,629500.00
Hillside,1/06/2017,541666.67
Hillside,1/07/2017,618975.00
Hillside,1/08/2017,693509.33
Hillside,1/09/2017,693928.57
Hoppers Crossing,1/05/2017,520319.27
Hoppers Crossing,1/06/2017,584065.57
Hoppers Crossing,1/07/2017,557132.00
Hoppers Crossing,1/08/2017,524389.22
Hoppers Crossing,1/09/2017,556944.41
Hughesdale,1/04/2016,455000.00
Hughesdale,1/05/2016,999438.67
Hughesdale,1/06/2016,648000.00
Hughesdale,1/07/2016,915000.00
Hughesdale,1/08/2016,1282666.67
Hughesdale,1/09/2016,1079620.86
Hughesdale,1/10/2016,1123831.60
Hughesdale,1/11/2016,1060100.00
Hughesdale,1/12/2016,1325343.75
Hughesdale,1/02/2017,1394173.00
Hughesdale,1/03/2017,855000.00
Hughesdale,1/04/2017,812666.67
Hughesdale,1/05/2017,1270165.43
Hughesdale,1/06/2017,865343.75
Hughesdale,1/07/2017,862666.67
Hughesdale,1/08/2017,1285052.67
Hughesdale,1/09/2017,1044750.00
Huntingdale,1/06/2017,1119400.00
Huntingdale,1/07/2017,870000.00
Huntingdale,1/08/2017,1190000.00
Huntingdale,1/09/2017,1142500.00
Hurstbridge,1/08/2017,790000.00
Ivanhoe,1/04/2016,721979.40
Ivanhoe,1/05/2016,1170882.09
Ivanhoe,1/06/2016,1417316.11
Ivanhoe,1/07/2016,997105.33
Ivanhoe,1/08/2016,1017014.50
Ivanhoe,1/09/2016,1099112.15
Ivanhoe,1/10/2016,1144754.86
Ivanhoe,1/11/2016,1081579.12
Ivanhoe,1/12/2016,747250.00
Ivanhoe,1/02/2017,1296311.57
Ivanhoe,1/03/2017,1550796.75
Ivanhoe,1/04/2017,1338020.11
Ivanhoe,1/05/2017,1289297.67
Ivanhoe,1/06/2017,1189718.10
Ivanhoe,1/07/2017,1569907.27
Ivanhoe,1/08/2017,1157349.25
Ivanhoe,1/09/2017,1222923.29
Ivanhoe East,1/04/2016,1744182.00
Ivanhoe East,1/05/2016,1858841.00
Ivanhoe East,1/06/2016,1875000.00
Ivanhoe East,1/07/2016,1085500.00
Ivanhoe East,1/08/2016,1227500.00
Ivanhoe East,1/10/2016,1840000.00
Ivanhoe East,1/11/2016,2274000.00
Ivanhoe East,1/12/2016,2295000.00
Ivanhoe East,1/02/2017,2850000.00
Ivanhoe East,1/05/2017,2041000.00
Ivanhoe East,1/06/2017,1680272.80
Ivanhoe East,1/07/2017,1880333.33
Ivanhoe East,1/08/2017,2333333.33
Ivanhoe East,1/09/2017,1471363.67
Jacana,1/02/2016,461000.00
Jacana,1/04/2016,352500.00
Jacana,1/05/2016,474166.67
Jacana,1/06/2016,475500.00
Jacana,1/07/2016,421000.00
Jacana,1/08/2016,398000.00
Jacana,1/09/2016,460000.00
Jacana,1/11/2016,495000.00
Jacana,1/12/2016,488600.00
Jacana,1/02/2017,611000.00
Jacana,1/03/2017,544000.00
Jacana,1/04/2017,536266.67
Jacana,1/05/2017,550875.00
Jacana,1/06/2017,556000.00
Jacana,1/07/2017,548114.29
Jacana,1/08/2017,545000.00
Jacana,1/09/2017,564650.00
Kealba,1/05/2016,407500.00
Kealba,1/06/2016,375500.00
Kealba,1/07/2016,563500.00
Kealba,1/08/2016,583333.33
Kealba,1/09/2016,595364.50
Kealba,1/10/2016,747500.00
Kealba,1/11/2016,606000.00
Kealba,1/12/2016,573500.00
Kealba,1/03/2017,633455.00
Kealba,1/04/2017,608000.00
Kealba,1/05/2017,678500.00
Kealba,1/06/2017,633455.00
Kealba,1/07/2017,590000.00
Kealba,1/09/2017,661000.00
Keilor,1/05/2017,895000.00
Keilor,1/06/2017,875000.00
Keilor,1/07/2017,769750.00
Keilor,1/08/2017,818500.00
Keilor,1/09/2017,732833.33
Keilor Downs,1/05/2017,617000.00
Keilor Downs,1/06/2017,637157.14
Keilor Downs,1/07/2017,649000.00
Keilor Downs,1/08/2017,711800.20
Keilor Downs,1/09/2017,700000.00
Keilor East,1/04/2016,732500.00
Keilor East,1/05/2016,688952.53
Keilor East,1/06/2016,772784.62
Keilor East,1/07/2016,827000.00
Keilor East,1/08/2016,692508.44
Keilor East,1/09/2016,730143.11
Keilor East,1/10/2016,771250.00
Keilor East,1/11/2016,816297.23
Keilor East,1/12/2016,766357.33
Keilor East,1/02/2017,600750.00
Keilor East,1/03/2017,746687.50
Keilor East,1/04/2017,816064.00
Keilor East,1/05/2017,837424.25
Keilor East,1/06/2017,1196521.25
Keilor East,1/07/2017,909545.45
Keilor East,1/08/2017,957136.36
Keilor East,1/09/2017,908144.44
Keilor Lodge,1/07/2017,640000.00
Keilor Lodge,1/09/2017,680000.00
Keilor Park,1/05/2016,615666.67
Keilor Park,1/06/2016,544833.33
Keilor Park,1/07/2016,685000.00
Keilor Park,1/09/2016,475000.00
Keilor Park,1/10/2016,685000.00
Keilor Park,1/11/2016,558666.67
Keilor Park,1/12/2016,766000.00
Keilor Park,1/02/2017,843000.00
Keilor Park,1/03/2017,820500.00
Keilor Park,1/04/2017,716333.33
Keilor Park,1/05/2017,752500.00
Keilor Park,1/06/2017,680000.00
Keilor Park,1/07/2017,701000.00
Keilor Park,1/08/2017,821000.00
Keilor Park,1/09/2017,680000.00
Kensington,1/04/2016,891750.00
Kensington,1/05/2016,863216.88
Kensington,1/06/2016,588995.36
Kensington,1/07/2016,866500.00
Kensington,1/08/2016,789158.83
Kensington,1/09/2016,858714.10
Kensington,1/10/2016,977517.63
Kensington,1/11/2016,898035.90
Kensington,1/12/2016,680794.88
Kensington,1/02/2017,975873.00
Kensington,1/03/2017,792000.00
Kensington,1/04/2017,824654.92
Kensington,1/05/2017,790611.11
Kensington,1/06/2017,851296.85
Kensington,1/07/2017,636739.93
Kensington,1/08/2017,1034250.00
Kensington,1/09/2017,891450.00
Kew,1/04/2016,1805286.25
Kew,1/05/2016,2046840.56
Kew,1/06/2016,1748761.67
Kew,1/07/2016,1299690.78
Kew,1/08/2016,1984799.38
Kew,1/09/2016,1920079.38
Kew,1/10/2016,1621432.69
Kew,1/11/2016,1923601.18
Kew,1/12/2016,1779377.17
Kew,1/02/2017,1781368.00
Kew,1/03/2017,2177499.57
Kew,1/04/2017,1478768.33
Kew,1/05/2017,1770039.22
Kew,1/06/2017,1717396.14
Kew,1/07/2017,1313336.42
Kew,1/08/2017,1877610.00
Kew,1/09/2017,2151629.80
Kew East,1/04/2016,2081000.00
Kew East,1/05/2016,1661121.00
Kew East,1/06/2016,1770000.00
Kew East,1/07/2016,1615972.00
Kew East,1/08/2016,1277996.00
Kew East,1/09/2016,1474301.23
Kew East,1/10/2016,1944600.00
Kew East,1/11/2016,1657947.13
Kew East,1/12/2016,2121166.50
Kew East,1/02/2017,1378718.00
Kew East,1/03/2017,2119261.00
Kew East,1/04/2017,1960750.00
Kew East,1/05/2017,1407460.91
Kew East,1/06/2017,2003243.00
Kew East,1/07/2017,1325990.67
Kew East,1/08/2017,1733049.33
Kew East,1/09/2017,1722324.93
Keysborough,1/05/2017,1017200.00
Keysborough,1/06/2017,748500.00
Keysborough,1/07/2017,754200.00
Keysborough,1/08/2017,930000.00
Keysborough,1/09/2017,806933.33
Kilsyth,1/06/2017,721750.00
Kilsyth,1/07/2017,811000.00
Kilsyth,1/08/2017,764333.33
Kilsyth,1/09/2017,762000.00
Kings Park,1/05/2017,520000.00
Kings Park,1/06/2017,553600.00
Kings Park,1/07/2017,538333.33
Kings Park,1/08/2017,556800.00
Kings Park,1/09/2017,573300.00
Kingsbury,1/05/2016,635000.00
Kingsbury,1/06/2016,568500.00
Kingsbury,1/07/2016,705500.00
Kingsbury,1/08/2016,599000.00
Kingsbury,1/10/2016,980000.00
Kingsbury,1/11/2016,768722.25
Kingsbury,1/12/2016,480000.00
Kingsbury,1/02/2017,689000.00
Kingsbury,1/03/2017,731000.00
Kingsbury,1/05/2017,488000.00
Kingsbury,1/06/2017,1025000.50
Kingsbury,1/07/2017,672750.00
Kingsbury,1/08/2017,900000.00
Kingsbury,1/09/2017,632750.00
Kingsville,1/05/2016,669000.00
Kingsville,1/06/2016,1114226.67
Kingsville,1/07/2016,720753.25
Kingsville,1/08/2016,859812.50
Kingsville,1/09/2016,892536.00
Kingsville,1/10/2016,595000.00
Kingsville,1/11/2016,998333.33
Kingsville,1/12/2016,895440.00
Kingsville,1/02/2017,1085000.00
Kingsville,1/03/2017,834253.25
Kingsville,1/04/2017,860000.00
Kingsville,1/05/2017,1014500.00
Kingsville,1/06/2017,964226.67
Kingsville,1/07/2017,513892.50
Kingsville,1/08/2017,735000.00
Kingsville,1/09/2017,874063.33
Knoxfield,1/05/2017,1060466.67
Knoxfield,1/07/2017,1040000.00
Knoxfield,1/08/2017,749500.00
Kooyong,1/09/2016,926667.00
Kooyong,1/10/2016,1290000.00
Kooyong,1/11/2016,1538416.75
Kooyong,1/02/2017,2447500.00
Kooyong,1/03/2017,1706000.00
Kooyong,1/06/2017,1188000.00
Kooyong,1/07/2017,926667.00
Kooyong,1/08/2017,1950000.00
Kurunjang,1/07/2017,355666.67
Kurunjang,1/08/2017,373250.00
Kurunjang,1/09/2017,296000.00
Lalor,1/05/2017,553000.00
Lalor,1/06/2017,582862.50
Lalor,1/07/2017,644312.50
Lalor,1/08/2017,628650.00
Lalor,1/09/2017,690409.09
Langwarrin,1/06/2017,400000.00
Langwarrin,1/07/2017,603125.00
Langwarrin,1/08/2017,757375.00
Langwarrin,1/09/2017,554650.00
Lower Plenty,1/05/2017,650000.00
Lower Plenty,1/07/2017,936000.00
Lower Plenty,1/08/2017,764000.00
Lower Plenty,1/09/2017,936000.00
Maidstone,1/02/2016,1063500.00
Maidstone,1/04/2016,616661.67
Maidstone,1/05/2016,674000.00
Maidstone,1/06/2016,572652.33
Maidstone,1/07/2016,706250.00
Maidstone,1/08/2016,631823.78
Maidstone,1/09/2016,751356.07
Maidstone,1/10/2016,699812.50
Maidstone,1/11/2016,854663.33
Maidstone,1/12/2016,652285.71
Maidstone,1/02/2017,666250.00
Maidstone,1/03/2017,628239.25
Maidstone,1/04/2017,721017.75
Maidstone,1/05/2017,726918.50
Maidstone,1/06/2017,717871.25
Maidstone,1/07/2017,709683.42
Maidstone,1/08/2017,672062.50
Maidstone,1/09/2017,710065.29
Malvern,1/04/2016,1437000.00
Malvern,1/05/2016,1724318.50
Malvern,1/06/2016,1905099.83
Malvern,1/07/2016,1932232.11
Malvern,1/08/2016,2723374.15
Malvern,1/09/2016,1851407.00
Malvern,1/10/2016,1136618.71
Malvern,1/11/2016,1841384.81
Malvern,1/12/2016,2561862.80
Malvern,1/02/2017,2389282.64
Malvern,1/03/2017,1904049.75
Malvern,1/04/2017,1098481.33
Malvern,1/05/2017,2060035.62
Malvern,1/06/2017,2500948.31
Malvern,1/07/2017,456500.00
Malvern,1/08/2017,2098923.43
Malvern,1/09/2017,1984944.29
Malvern East,1/02/2016,350000.00
Malvern East,1/04/2016,1347483.60
Malvern East,1/05/2016,1463641.38
Malvern East,1/06/2016,1352624.93
Malvern East,1/07/2016,1420260.08
Malvern East,1/08/2016,1655067.59
Malvern East,1/09/2016,1286929.61
Malvern East,1/10/2016,1499405.14
Malvern East,1/11/2016,1395763.41
Malvern East,1/12/2016,1841274.76
Malvern East,1/02/2017,1632715.20
Malvern East,1/03/2017,1516512.05
Malvern East,1/04/2017,1508190.86
Malvern East,1/05/2017,1582281.70
Malvern East,1/06/2017,1947948.83
Malvern East,1/07/2017,1338916.71
Malvern East,1/08/2017,1867127.50
Malvern East,1/09/2017,1542730.00
Maribyrnong,1/02/2016,560000.00
Maribyrnong,1/04/2016,827941.00
Maribyrnong,1/05/2016,737722.57
Maribyrnong,1/06/2016,773950.00
Maribyrnong,1/07/2016,644203.18
Maribyrnong,1/08/2016,769182.80
Maribyrnong,1/09/2016,869659.50
Maribyrnong,1/10/2016,916776.40
Maribyrnong,1/11/2016,742762.94
Maribyrnong,1/12/2016,649897.00
Maribyrnong,1/02/2017,888000.00
Maribyrnong,1/03/2017,797509.80
Maribyrnong,1/04/2017,879400.00
Maribyrnong,1/05/2017,913478.55
Maribyrnong,1/06/2017,885026.11
Maribyrnong,1/07/2017,789259.27
Maribyrnong,1/08/2017,1176911.70
Maribyrnong,1/09/2017,733965.18
Mckinnon,1/05/2017,1250000.00
Mckinnon,1/06/2017,1348951.43
Mckinnon,1/07/2017,1168000.00
Mckinnon,1/08/2017,1426614.29
Mckinnon,1/09/2017,1393100.00
Meadow Heights,1/06/2017,467000.00
Meadow Heights,1/07/2017,471858.00
Meadow Heights,1/08/2017,535000.00
Meadow Heights,1/09/2017,496643.80
Melbourne,1/02/2016,520000.00
Melbourne,1/04/2016,600250.00
Melbourne,1/05/2016,681033.35
Melbourne,1/06/2016,1028312.67
Melbourne,1/07/2016,693558.33
Melbourne,1/08/2016,481257.44
Melbourne,1/09/2016,675424.31
Melbourne,1/10/2016,590855.18
Melbourne,1/11/2016,618351.94
Melbourne,1/12/2016,665802.33
Melbourne,1/02/2017,871938.00
Melbourne,1/03/2017,869789.89
Melbourne,1/04/2017,813543.00
Melbourne,1/05/2017,710214.29
Melbourne,1/06/2017,701103.20
Melbourne,1/07/2017,599581.40
Melbourne,1/08/2017,645604.67
Melbourne,1/09/2017,730051.25
Melton,1/05/2017,295000.00
Melton,1/06/2017,400514.40
Melton,1/07/2017,422457.20
Melton,1/08/2017,481333.33
Melton,1/09/2017,408800.00
Melton South,1/05/2017,347500.00
Melton South,1/06/2017,392118.00
Melton South,1/07/2017,362314.08
Melton South,1/08/2017,398333.33
Melton South,1/09/2017,385983.20
Melton West,1/05/2017,410000.00
Melton West,1/06/2017,377500.00
Melton West,1/07/2017,420529.25
Melton West,1/08/2017,600000.00
Melton West,1/09/2017,432773.86
Mentone,1/05/2017,1247500.00
Mentone,1/06/2017,816100.00
Mentone,1/07/2017,950400.00
Mentone,1/08/2017,1147850.00
Mentone,1/09/2017,902714.29
Mernda,1/05/2017,730000.00
Mernda,1/06/2017,546927.00
Mernda,1/07/2017,655727.63
Mernda,1/08/2017,630400.00
Mernda,1/09/2017,605723.14
Mickleham,1/07/2017,570000.00
Mickleham,1/09/2017,450000.00
Middle Park,1/04/2016,1321206.33
Middle Park,1/05/2016,1020000.00
Middle Park,1/06/2016,2250333.33
Middle Park,1/07/2016,2366746.00
Middle Park,1/08/2016,1800000.00
Middle Park,1/09/2016,4500000.00
Middle Park,1/10/2016,1194769.00
Middle Park,1/11/2016,2375000.00
Middle Park,1/12/2016,2288500.00
Middle Park,1/02/2017,1920000.00
Middle Park,1/03/2017,2075384.50
Middle Park,1/04/2017,1747500.00
Middle Park,1/05/2017,2629723.80
Middle Park,1/06/2017,2485732.13
Middle Park,1/07/2017,2238619.00
Middle Park,1/08/2017,2603333.33
Middle Park,1/09/2017,2359055.43
Mill Park,1/05/2017,619625.00
Mill Park,1/06/2017,619027.69
Mill Park,1/07/2017,675019.26
Mill Park,1/08/2017,557240.50
Mill Park,1/09/2017,663079.10
Mitcham,1/05/2017,895886.38
Mitcham,1/06/2017,1046552.09
Mitcham,1/07/2017,964777.78
Mitcham,1/08/2017,896780.00
Mitcham,1/09/2017,1040994.94
Mont Albert,1/02/2016,750000.00
Mont Albert,1/05/2016,1114204.33
Mont Albert,1/06/2016,1720700.00
Mont Albert,1/07/2016,908000.00
Mont Albert,1/08/2016,1857353.00
Mont Albert,1/09/2016,1570975.00
Mont Albert,1/10/2016,1268333.33
Mont Albert,1/11/2016,1555387.50
Mont Albert,1/12/2016,1169495.20
Mont Albert,1/02/2017,3079706.00
Mont Albert,1/03/2017,2039497.67
Mont Albert,1/04/2017,1316955.20
Mont Albert,1/05/2017,1457041.67
Mont Albert,1/06/2017,1746266.67
Mont Albert,1/07/2017,1789295.20
Mont Albert,1/08/2017,1929706.00
Mont Albert,1/09/2017,1485365.22
Montmorency,1/05/2017,960750.00
Montmorency,1/06/2017,699000.00
Montmorency,1/07/2017,921306.40
Montmorency,1/08/2017,841720.00
Montmorency,1/09/2017,813250.00
Montrose,1/07/2017,735000.00
Moonee Ponds,1/04/2016,1278000.00
Moonee Ponds,1/05/2016,1037698.86
Moonee Ponds,1/06/2016,1140430.33
Moonee Ponds,1/07/2016,1010504.71
Moonee Ponds,1/08/2016,906541.44
Moonee Ponds,1/09/2016,934324.45
Moonee Ponds,1/10/2016,1146079.73
Moonee Ponds,1/11/2016,981782.54
Moonee Ponds,1/12/2016,1241992.33
Moonee Ponds,1/02/2017,1208333.33
Moonee Ponds,1/03/2017,1212870.54
Moonee Ponds,1/04/2017,1160222.81
Moonee Ponds,1/05/2017,1377570.09
Moonee Ponds,1/06/2017,989964.94
Moonee Ponds,1/07/2017,1245242.33
Moonee Ponds,1/08/2017,1135125.00
Moonee Ponds,1/09/2017,1087860.40
Moorabbin,1/02/2016,1417250.00
Moorabbin,1/04/2016,910000.00
Moorabbin,1/05/2016,974884.20
Moorabbin,1/06/2016,996925.00
Moorabbin,1/07/2016,824857.14
Moorabbin,1/08/2016,919280.67
Moorabbin,1/09/2016,962458.33
Moorabbin,1/10/2016,935710.50
Moorabbin,1/11/2016,863250.00
Moorabbin,1/12/2016,988025.00
Moorabbin,1/02/2017,1076312.50
Moorabbin,1/03/2017,1073750.00
Moorabbin,1/04/2017,1021405.00
Moorabbin,1/05/2017,931750.00
Moorabbin,1/06/2017,1190960.50
Moorabbin,1/07/2017,1087500.00
Moorabbin,1/08/2017,1087666.67
Moorabbin,1/09/2017,1044375.00
Mooroolbark,1/06/2017,723350.00
Mooroolbark,1/07/2017,729898.86
Mooroolbark,1/08/2017,780908.40
Mooroolbark,1/09/2017,749010.50
Mordialloc,1/06/2017,981623.36
Mordialloc,1/07/2017,875666.67
Mordialloc,1/08/2017,1377000.00
Mordialloc,1/09/2017,903485.71
Mount Evelyn,1/06/2017,620000.00
Mount Evelyn,1/08/2017,515000.00
Mount Waverley,1/05/2017,1292428.13
Mount Waverley,1/06/2017,1241051.96
Mount Waverley,1/07/2017,1444873.61
Mount Waverley,1/08/2017,1457993.50
Mount Waverley,1/09/2017,1388312.20
Mulgrave,1/05/2017,1001304.50
Mulgrave,1/06/2017,1010803.31
Mulgrave,1/07/2017,1509784.06
Mulgrave,1/08/2017,922333.33
Mulgrave,1/09/2017,912083.33
Murrumbeena,1/02/2016,1206607.00
Murrumbeena,1/04/2016,963303.50
Murrumbeena,1/05/2016,1156633.30
Murrumbeena,1/06/2016,1038439.36
Murrumbeena,1/07/2016,921125.00
Murrumbeena,1/08/2016,1075215.56
Murrumbeena,1/09/2016,632571.50
Murrumbeena,1/10/2016,864857.20
Murrumbeena,1/11/2016,1060000.00
Murrumbeena,1/12/2016,1146816.17
Murrumbeena,1/02/2017,1046000.00
Murrumbeena,1/03/2017,1048767.83
Murrumbeena,1/04/2017,713761.11
Murrumbeena,1/05/2017,1157161.67
Murrumbeena,1/06/2017,1017797.57
Murrumbeena,1/07/2017,1073961.09
Murrumbeena,1/08/2017,1237803.50
Murrumbeena,1/09/2017,1040255.18
Narre Warren,1/05/2017,736167.00
Narre Warren,1/06/2017,581250.00
Narre Warren,1/07/2017,617232.00
Narre Warren,1/08/2017,612500.00
Narre Warren,1/09/2017,763222.33
New Gisborne,1/09/2017,690000.00
Newport,1/04/2016,743714.29
Newport,1/05/2016,1030425.27
Newport,1/06/2016,963942.92
Newport,1/07/2016,871536.75
Newport,1/08/2016,1213720.44
Newport,1/09/2016,956540.82
Newport,1/10/2016,906143.78
Newport,1/11/2016,998736.79
Newport,1/12/2016,924666.67
Newport,1/02/2017,1088571.43
Newport,1/03/2017,946032.67
Newport,1/04/2017,1201688.89
Newport,1/05/2017,1254562.69
Newport,1/06/2017,1063699.00
Newport,1/07/2017,867533.25
Newport,1/08/2017,942847.25
Newport,1/09/2017,1083991.44
Niddrie,1/04/2016,963000.00
Niddrie,1/05/2016,897246.45
Niddrie,1/06/2016,784205.22
Niddrie,1/07/2016,741916.67
Niddrie,1/08/2016,1002500.00
Niddrie,1/09/2016,959062.50
Niddrie,1/10/2016,727500.00
Niddrie,1/11/2016,943300.00
Niddrie,1/12/2016,906333.33
Niddrie,1/02/2017,809950.00
Niddrie,1/03/2017,1197000.00
Niddrie,1/04/2017,1002142.86
Niddrie,1/05/2017,889100.00
Niddrie,1/06/2017,1328569.40
Niddrie,1/07/2017,979000.00
Niddrie,1/08/2017,1165141.17
Niddrie,1/09/2017,1137888.89
Noble Park,1/05/2017,715883.33
Noble Park,1/06/2017,681323.33
Noble Park,1/07/2017,634584.67
Noble Park,1/08/2017,585772.75
Noble Park,1/09/2017,574314.60
North Melbourne,1/04/2016,793598.00
North Melbourne,1/05/2016,781344.86
North Melbourne,1/06/2016,1016250.00
North Melbourne,1/07/2016,596857.00
North Melbourne,1/08/2016,756034.50
North Melbourne,1/09/2016,1282525.00
North Melbourne,1/10/2016,993187.50
North Melbourne,1/11/2016,624111.07
North Melbourne,1/12/2016,708553.50
North Melbourne,1/02/2017,1064931.33
North Melbourne,1/03/2017,1003000.00
North Melbourne,1/04/2017,729566.67
North Melbourne,1/05/2017,1408948.50
North Melbourne,1/06/2017,744569.78
North Melbourne,1/07/2017,742533.33
North Melbourne,1/08/2017,1061829.33
North Melbourne,1/09/2017,973870.43
North Warrandyte,1/06/2017,1550000.00
North Warrandyte,1/09/2017,902000.00
Northcote,1/02/2016,882474.00
Northcote,1/04/2016,1271000.00
Northcote,1/05/2016,1189890.86
Northcote,1/06/2016,1352909.63
Northcote,1/07/2016,1590570.91
Northcote,1/08/2016,1250894.17
Northcote,1/09/2016,1139151.93
Northcote,1/10/2016,1295418.80
Northcote,1/11/2016,1260668.00
Northcote,1/12/2016,1154601.64
Northcote,1/02/2017,977329.00
Northcote,1/03/2017,1281496.27
Northcote,1/04/2017,1059594.15
Northcote,1/05/2017,1356676.10
Northcote,1/06/2017,1096805.71
Northcote,1/07/2017,1214721.53
Northcote,1/08/2017,1284182.00
Northcote,1/09/2017,1238706.48
Notting Hill,1/06/2017,840000.00
Notting Hill,1/07/2017,1211000.00
Notting Hill,1/08/2017,1001000.00
Notting Hill,1/09/2017,1164500.00
Nunawading,1/05/2017,1194000.00
Nunawading,1/06/2017,1040214.31
Nunawading,1/07/2017,957287.25
Nunawading,1/08/2017,1011737.29
Nunawading,1/09/2017,946547.67
Oak Park,1/04/2016,728179.67
Oak Park,1/05/2016,799561.17
Oak Park,1/06/2016,785400.00
Oak Park,1/07/2016,752750.00
Oak Park,1/08/2016,689419.71
Oak Park,1/09/2016,694295.33
Oak Park,1/10/2016,745565.67
Oak Park,1/11/2016,832288.22
Oak Park,1/12/2016,723421.00
Oak Park,1/02/2017,872769.50
Oak Park,1/03/2017,967750.00
Oak Park,1/04/2017,781299.25
Oak Park,1/05/2017,1023833.33
Oak Park,1/06/2017,838937.73
Oak Park,1/07/2017,934333.33
Oak Park,1/08/2017,928000.00
Oak Park,1/09/2017,860500.00
Oakleigh,1/04/2016,995167.00
Oakleigh,1/05/2016,837500.00
Oakleigh,1/06/2016,823833.38
Oakleigh,1/07/2016,838533.25
Oakleigh,1/08/2016,703250.00
Oakleigh,1/09/2016,1016345.75
Oakleigh,1/10/2016,884069.50
Oakleigh,1/11/2016,1158569.64
Oakleigh,1/02/2017,1243566.50
Oakleigh,1/03/2017,975733.40
Oakleigh,1/04/2017,1717500.00
Oakleigh,1/05/2017,1121285.71
Oakleigh,1/06/2017,1493000.00
Oakleigh,1/07/2017,1323389.00
Oakleigh,1/08/2017,1216666.67
Oakleigh,1/09/2017,974402.83
Oakleigh East,1/05/2017,1102000.00
Oakleigh East,1/06/2017,1046444.50
Oakleigh East,1/07/2017,941666.67
Oakleigh East,1/08/2017,905000.00
Oakleigh East,1/09/2017,1102666.67
Oakleigh South,1/02/2016,876000.00
Oakleigh South,1/05/2016,858857.80
Oakleigh South,1/06/2016,791679.67
Oakleigh South,1/07/2016,901211.75
Oakleigh South,1/08/2016,1144250.00
Oakleigh South,1/09/2016,886812.50
Oakleigh South,1/10/2016,979250.00
Oakleigh South,1/11/2016,917988.94
Oakleigh South,1/12/2016,1101750.00
Oakleigh South,1/02/2017,1046133.40
Oakleigh South,1/03/2017,1089757.80
Oakleigh South,1/04/2017,988724.63
Oakleigh South,1/05/2017,1103322.25
Oakleigh South,1/06/2017,1154921.00
Oakleigh South,1/07/2017,1018487.91
Oakleigh South,1/08/2017,966639.60
Oakleigh South,1/09/2017,1090901.00
Officer,1/07/2017,559000.00
Ormond,1/02/2016,250000.00
Ormond,1/04/2016,990700.00
Ormond,1/05/2016,727666.67
Ormond,1/06/2016,1133400.00
Ormond,1/07/2016,792000.00
Ormond,1/08/2016,1250714.29
Ormond,1/09/2016,1348626.88
Ormond,1/10/2016,1414285.71
Ormond,1/11/2016,1113722.22
Ormond,1/12/2016,1392217.00
Ormond,1/02/2017,960333.33
Ormond,1/03/2017,1369534.29
Ormond,1/04/2017,1194360.00
Ormond,1/05/2017,1311407.78
Ormond,1/06/2017,647000.00
Ormond,1/07/2017,727440.83
Ormond,1/08/2017,1143838.50
Ormond,1/09/2017,1293644.44
Pakenham,1/05/2017,488200.00
Pakenham,1/06/2017,460250.00
Pakenham,1/07/2017,539250.00
Pakenham,1/08/2017,442000.00
Parkdale,1/05/2017,1386500.00
Parkdale,1/06/2017,1179629.67
Parkdale,1/07/2017,1071493.11
Parkdale,1/08/2017,1162714.29
Parkdale,1/09/2017,968192.00
Parkville,1/04/2016,436562.00
Parkville,1/05/2016,1340000.00
Parkville,1/06/2016,2118464.50
Parkville,1/07/2016,638000.00
Parkville,1/08/2016,1147650.00
Parkville,1/09/2016,1579000.00
Parkville,1/10/2016,1029900.00
Parkville,1/11/2016,1276916.67
Parkville,1/12/2016,1360000.00
Parkville,1/02/2017,637890.00
Parkville,1/04/2017,500000.00
Parkville,1/05/2017,2120200.00
Parkville,1/06/2017,1250225.00
Parkville,1/07/2017,965280.00
Parkville,1/08/2017,1130560.00
Pascoe Vale,1/04/2016,672535.11
Pascoe Vale,1/05/2016,613384.00
Pascoe Vale,1/06/2016,657452.73
Pascoe Vale,1/07/2016,675573.85
Pascoe Vale,1/08/2016,636065.41
Pascoe Vale,1/09/2016,759126.86
Pascoe Vale,1/10/2016,808301.45
Pascoe Vale,1/11/2016,806938.58
Pascoe Vale,1/12/2016,783467.67
Pascoe Vale,1/02/2017,750806.20
Pascoe Vale,1/03/2017,881859.75
Pascoe Vale,1/04/2017,789794.22
Pascoe Vale,1/05/2017,742528.93
Pascoe Vale,1/06/2017,809014.58
Pascoe Vale,1/07/2017,808737.38
Pascoe Vale,1/08/2017,695851.76
Pascoe Vale,1/09/2017,795482.74
Patterson Lakes,1/06/2017,670000.00
Patterson Lakes,1/08/2017,670000.00
Patterson Lakes,1/09/2017,670000.00
Plumpton,1/09/2017,625500.00
Point Cook,1/05/2017,686000.00
Point Cook,1/06/2017,645689.40
Point Cook,1/07/2017,663120.20
Point Cook,1/08/2017,620600.00
Point Cook,1/09/2017,666631.55
Port Melbourne,1/02/2016,550000.00
Port Melbourne,1/04/2016,1183750.56
Port Melbourne,1/05/2016,1171272.46
